source,tournament_id,labs_id,tournament_name,date,deck,day1,day2,conversion_rate,wins,losses,ties,tie_adjusted_win_rate
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Dragapult,749,240,0.3204272363150868,3278,2466,1021,0.534860803153486
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Dragapult Dusknoir,374,58,0.15508021390374332,1266,1258,316,0.4828638497652582
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Ogerpon Meganium Hydrapple,232,31,0.1336206896551724,700,777,232,0.45484688901891945
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Alakazam Dudunsparce,230,46,0.2,803,755,279,0.48775176918889496
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,N's Zoroark,209,51,0.24401913875598086,772,683,237,0.5029550827423168
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Dragapult Blaziken,186,23,0.12365591397849462,580,594,209,0.4697517474090142
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Slowking,168,35,0.20833333333333334,604,607,163,0.47913634158175644
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Raging Bolt Ogerpon,163,19,0.1165644171779141,431,552,127,0.4264264264264264
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Greninja,123,7,0.056910569105691054,273,437,87,0.37892095357590966
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Crustle,121,35,0.2892561983471074,520,367,178,0.5439749608763693
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Basic Box,106,24,0.22641509433962265,390,363,97,0.4968627450980392
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Beedrill,94,8,0.0851063829787234,241,304,86,0.4273639725303751
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Rocket's Honchkrow,88,13,0.14772727272727273,254,262,121,0.4620617477760335
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Lucario Hariyama,65,6,0.09230769230769231,177,232,38,0.424310216256525
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Rocket's Mewtwo,63,8,0.12698412698412698,184,212,67,0.44564434845212386
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Festival Lead,60,10,0.16666666666666666,222,199,55,0.5049019607843137
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Hop's Trevenant,54,5,0.09259259259259259,145,177,57,0.43271767810026385
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Lopunny Dudunsparce,52,4,0.07692307692307693,133,170,65,0.42028985507246375
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Cynthia's Garchomp,50,7,0.14,141,160,46,0.4505283381364073
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Other,44,0,0.0,63,141,23,0.3113069016152717
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Lillie's Clefairy,42,7,0.16666666666666666,157,142,17,0.5147679324894514
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Metagross,41,4,0.0975609756097561,110,134,44,0.4328703703703704
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Ethan's Typhlosion,39,4,0.10256410256410256,90,125,51,0.40225563909774437
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Lucario,38,3,0.07894736842105263,106,123,36,0.44528301886792454
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Dragapult Dudunsparce,31,3,0.0967741935483871,89,100,31,0.4515151515151515
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Greninja,30,2,0.06666666666666667,58,109,17,0.34601449275362317
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Starmie Froslass,30,2,0.06666666666666667,66,101,20,0.38859180035650626
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Starmie Dusknoir,29,0,0.0,57,104,12,0.35260115606936415
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Ceruledge,23,1,0.043478260869565216,51,75,22,0.39414414414414417
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Grimmsnarl Froslass,19,3,0.15789473684210525,52,58,23,0.44862155388471175
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Kangaskhan Bouffalant,18,3,0.16666666666666666,49,64,13,0.4232804232804233
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Archaludon Dudunsparce,16,1,0.0625,34,56,17,0.3707165109034268
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Diancie Dusknoir,14,1,0.07142857142857142,36,50,8,0.41134751773049644
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Steven's Metagross,14,1,0.07142857142857142,31,48,13,0.3840579710144928
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Venusaur,12,0,0.0,19,45,7,0.3004694835680751
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Ogerpon Meganium Arboliva,9,2,0.2222222222222222,21,37,8,0.3585858585858586
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Absol Box,8,1,0.125,26,29,6,0.45901639344262296
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Tera Box,8,0,0.0,22,24,10,0.4523809523809524
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Okidogi Barbaracle,7,1,0.14285714285714285,25,25,7,0.47953216374269003
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Flareon Noctowl,6,0,0.0,6,20,2,0.2380952380952381
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Starmie,6,0,0.0,5,17,1,0.23188405797101447
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Clefairy Ogerpon,4,1,0.25,17,12,2,0.5698924731182796
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Manectric Eelektrik,4,0,0.0,1,9,2,0.13888888888888887
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Sharpedo Toxtricity,4,1,0.25,13,9,8,0.5222222222222223
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Archaludon,3,0,0.0,5,10,3,0.3333333333333333
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Bronzong,3,0,0.0,4,9,2,0.3111111111111111
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Doublade,3,0,0.0,7,14,0,0.3333333333333333
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Joltik Box,3,1,0.3333333333333333,9,13,3,0.4
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Ogerpon Meganium,3,0,0.0,5,15,1,0.25396825396825395
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Palafin,3,0,0.0,8,8,0,0.5
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Rocket's Spidops,3,0,0.0,5,9,3,0.35294117647058826
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Sylveon,3,2,0.6666666666666666,17,10,4,0.5913978494623655
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Dragapult Froslass,2,1,0.5,12,8,2,0.5757575757575757
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Eelektrik,2,0,0.0,3,9,1,0.25641025641025644
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Jellicent Dusknoir,2,0,0.0,6,8,0,0.42857142857142855
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Abomasnow,2,0,0.0,2,9,1,0.19444444444444445
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Diancie,2,0,0.0,0,4,0,0.0
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Toxtricity Box,2,0,0.0,2,7,1,0.23333333333333334
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Blaziken,1,0,0.0,2,3,1,0.3888888888888889
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Blaziken Zoroark,1,0,0.0,2,5,1,0.2916666666666667
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Blissey,1,0,0.0,3,3,2,0.4583333333333333
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Decidueye,1,0,0.0,3,5,0,0.375
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Flareon,1,0,0.0,1,5,0,0.16666666666666666
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Froslass Munkidori,1,0,0.0,2,3,1,0.3888888888888889
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Galvantula,1,0,0.0,2,4,0,0.3333333333333333
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Greninja Blaziken,1,0,0.0,4,2,2,0.5833333333333334
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Hop's Zacian,1,0,0.0,2,3,1,0.3888888888888889
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Hydrapple,1,0,0.0,0,3,0,0.0
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Hydreigon,1,0,0.0,2,5,0,0.2857142857142857
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Lopunny Dusknoir,1,0,0.0,1,3,1,0.26666666666666666
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Marnie's Grimmsnarl,1,0,0.0,2,3,1,0.3888888888888889
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Charizard X,1,0,0.0,2,6,0,0.25
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Dragonite,1,0,0.0,0,2,0,0.0
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Froslass Dudunsparce,1,0,0.0,4,4,0,0.5
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Manectric,1,0,0.0,2,6,0,0.25
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Mega Zygarde,1,0,0.0,1,3,0,0.25
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Misty's Gyarados,1,0,0.0,1,4,0,0.2
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Paldean Tauros,1,0,0.0,0,1,0,0.0
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Raging Bolt Bellibolt,1,0,0.0,0,3,0,0.0
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Toxtricity,1,0,0.0,0,3,1,0.08333333333333333
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Ursaluna Lunatone,1,0,0.0,1,2,1,0.3333333333333333
major,major-518,0070,"NAIC 2026, New Orleans",2026-06-10,Yanmega,1,0,0.0,2,5,1,0.2916666666666667
major,major-540,0069,Special Event Turin,2026-06-06,Dragapult,270,83,0.3074074074074074,1197,857,390,0.542962356792144
major,major-540,0069,Special Event Turin,2026-06-06,Dragapult Dusknoir,201,39,0.19402985074626866,711,730,215,0.4726247987117552
major,major-540,0069,Special Event Turin,2026-06-06,Ogerpon Meganium Hydrapple,114,23,0.20175438596491227,408,388,144,0.4851063829787234
major,major-540,0069,Special Event Turin,2026-06-06,Alakazam Dudunsparce,107,15,0.14018691588785046,315,339,159,0.45264452644526443
major,major-540,0069,Special Event Turin,2026-06-06,Raging Bolt Ogerpon,97,21,0.21649484536082475,358,365,89,0.47742200328407225
major,major-540,0069,Special Event Turin,2026-06-06,Rocket's Honchkrow,85,15,0.17647058823529413,274,278,124,0.46646942800788954
major,major-540,0069,Special Event Turin,2026-06-06,Dragapult Blaziken,84,21,0.25,330,278,130,0.5058717253839204
major,major-540,0069,Special Event Turin,2026-06-06,Slowking,82,21,0.25609756097560976,343,269,102,0.5280112044817927
major,major-540,0069,Special Event Turin,2026-06-06,N's Zoroark,76,21,0.27631578947368424,272,267,101,0.4776041666666667
major,major-540,0069,Special Event Turin,2026-06-06,Basic Box,71,18,0.2535211267605634,293,248,93,0.5110410094637224
major,major-540,0069,Special Event Turin,2026-06-06,Festival Lead,71,19,0.2676056338028169,297,256,72,0.5136
major,major-540,0069,Special Event Turin,2026-06-06,Rocket's Mewtwo,67,3,0.04477611940298507,171,242,78,0.40122199592668023
major,major-540,0069,Special Event Turin,2026-06-06,Mega Greninja,63,7,0.1111111111111111,177,251,61,0.40354464894342196
major,major-540,0069,Special Event Turin,2026-06-06,Lucario Hariyama,56,4,0.07142857142857142,160,215,42,0.4172661870503597
major,major-540,0069,Special Event Turin,2026-06-06,Cynthia's Garchomp,53,1,0.018867924528301886,120,183,59,0.38581952117863716
major,major-540,0069,Special Event Turin,2026-06-06,Lopunny Dudunsparce,53,3,0.05660377358490566,112,175,58,0.3806763285024155
major,major-540,0069,Special Event Turin,2026-06-06,Beedrill,49,6,0.12244897959183673,158,164,55,0.4677276746242264
major,major-540,0069,Special Event Turin,2026-06-06,Mega Lucario,48,7,0.14583333333333334,168,179,40,0.46856158484065463
major,major-540,0069,Special Event Turin,2026-06-06,Crustle,34,11,0.3235294117647059,132,121,45,0.49328859060402686
major,major-540,0069,Special Event Turin,2026-06-06,Dragapult Dudunsparce,34,7,0.20588235294117646,111,125,51,0.445993031358885
major,major-540,0069,Special Event Turin,2026-06-06,Greninja,31,4,0.12903225806451613,110,122,14,0.4661246612466125
major,major-540,0069,Special Event Turin,2026-06-06,Ogerpon Meganium Arboliva,27,5,0.18518518518518517,85,109,30,0.42410714285714285
major,major-540,0069,Special Event Turin,2026-06-06,Starmie Froslass,26,5,0.19230769230769232,90,94,22,0.47249190938511326
major,major-540,0069,Special Event Turin,2026-06-06,Ethan's Typhlosion,23,3,0.13043478260869565,60,87,30,0.3954802259887006
major,major-540,0069,Special Event Turin,2026-06-06,Other,22,2,0.09090909090909091,53,83,24,0.38125
major,major-540,0069,Special Event Turin,2026-06-06,Starmie Dusknoir,18,1,0.05555555555555555,49,69,9,0.4094488188976378
major,major-540,0069,Special Event Turin,2026-06-06,Grimmsnarl Froslass,13,0,0.0,40,40,20,0.4666666666666666
major,major-540,0069,Special Event Turin,2026-06-06,Okidogi Barbaracle,13,0,0.0,34,38,17,0.44569288389513106
major,major-540,0069,Special Event Turin,2026-06-06,Mega Starmie,12,1,0.08333333333333333,40,35,8,0.5140562248995983
major,major-540,0069,Special Event Turin,2026-06-06,Steven's Metagross,12,1,0.08333333333333333,42,43,16,0.46864686468646866
major,major-540,0069,Special Event Turin,2026-06-06,Ceruledge,10,0,0.0,35,39,4,0.4658119658119658
major,major-540,0069,Special Event Turin,2026-06-06,Hop's Trevenant,9,3,0.3333333333333333,45,29,12,0.5697674418604651
major,major-540,0069,Special Event Turin,2026-06-06,Metagross,9,3,0.3333333333333333,36,35,12,0.4819277108433735
major,major-540,0069,Special Event Turin,2026-06-06,Clefairy Ogerpon,8,1,0.125,23,33,8,0.4010416666666667
major,major-540,0069,Special Event Turin,2026-06-06,Archaludon Dudunsparce,7,1,0.14285714285714285,27,22,8,0.52046783625731
major,major-540,0069,Special Event Turin,2026-06-06,Mega Venusaur,7,0,0.0,11,24,5,0.31666666666666665
major,major-540,0069,Special Event Turin,2026-06-06,Tera Box,6,1,0.16666666666666666,21,19,8,0.4930555555555556
major,major-540,0069,Special Event Turin,2026-06-06,Diancie Dusknoir,5,2,0.4,23,17,3,0.5581395348837209
major,major-540,0069,Special Event Turin,2026-06-06,Ursaluna Lunatone,5,0,0.0,15,18,5,0.4385964912280702
major,major-540,0069,Special Event Turin,2026-06-06,Decidueye,4,1,0.25,11,22,4,0.33333333333333337
major,major-540,0069,Special Event Turin,2026-06-06,Doublade,4,0,0.0,9,18,3,0.3333333333333333
major,major-540,0069,Special Event Turin,2026-06-06,Eelektrik,4,0,0.0,5,18,4,0.2345679012345679
major,major-540,0069,Special Event Turin,2026-06-06,Flareon Noctowl,4,0,0.0,11,11,3,0.48
major,major-540,0069,Special Event Turin,2026-06-06,Mega Absol Box,4,0,0.0,10,13,4,0.4197530864197531
major,major-540,0069,Special Event Turin,2026-06-06,Mega Froslass,3,0,0.0,6,11,3,0.35
major,major-540,0069,Special Event Turin,2026-06-06,Archaludon,2,1,0.5,9,8,4,0.4920634920634921
major,major-540,0069,Special Event Turin,2026-06-06,Froslass Munkidori,2,0,0.0,4,10,1,0.28888888888888886
major,major-540,0069,Special Event Turin,2026-06-06,Hydreigon,2,0,0.0,7,7,0,0.5
major,major-540,0069,Special Event Turin,2026-06-06,Kangaskhan Bouffalant,2,0,0.0,7,7,1,0.4888888888888889
major,major-540,0069,Special Event Turin,2026-06-06,Lillie's Clefairy,2,2,1.0,18,8,1,0.6790123456790123
major,major-540,0069,Special Event Turin,2026-06-06,Mega Abomasnow,2,0,0.0,5,7,0,0.4166666666666667
major,major-540,0069,Special Event Turin,2026-06-06,Mega Charizard X,2,0,0.0,3,10,0,0.23076923076923078
major,major-540,0069,Special Event Turin,2026-06-06,Ogerpon Meganium,2,0,0.0,6,8,1,0.4222222222222222
major,major-540,0069,Special Event Turin,2026-06-06,Rocket's Spidops,2,0,0.0,7,8,0,0.4666666666666667
major,major-540,0069,Special Event Turin,2026-06-06,Terapagos Noctowl,2,0,0.0,6,7,3,0.4375
major,major-540,0069,Special Event Turin,2026-06-06,Toxtricity Box,2,1,0.5,10,7,4,0.5396825396825398
major,major-540,0069,Special Event Turin,2026-06-06,Dudunsparce Control,1,0,0.0,0,4,2,0.1111111111111111
major,major-540,0069,Special Event Turin,2026-06-06,Feraligatr,1,0,0.0,2,4,0,0.3333333333333333
major,major-540,0069,Special Event Turin,2026-06-06,Hop's Zacian,1,0,0.0,0,4,1,0.06666666666666667
major,major-540,0069,Special Event Turin,2026-06-06,Iono's Bellibolt,1,0,0.0,2,6,0,0.25
major,major-540,0069,Special Event Turin,2026-06-06,Mega Camerupt,1,0,0.0,0,7,1,0.041666666666666664
major,major-540,0069,Special Event Turin,2026-06-06,Froslass Dudunsparce,1,0,0.0,1,6,1,0.16666666666666666
major,major-540,0069,Special Event Turin,2026-06-06,Sharpedo Toxtricity,1,0,0.0,3,5,0,0.375
major,major-540,0069,Special Event Turin,2026-06-06,Toxtricity,1,0,0.0,2,5,1,0.2916666666666667
major,major-540,0069,Special Event Turin,2026-06-06,Zygarde Barbaracle,1,0,0.0,2,6,0,0.25
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Dragapult,389,106,0.27249357326478146,1551,1217,464,0.527743399339934
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Raging Bolt Ogerpon,145,30,0.20689655172413793,515,488,119,0.49435531788472964
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Ogerpon Meganium Hydrapple,127,25,0.1968503937007874,433,406,133,0.49108367626886146
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Dragapult Dusknoir,124,24,0.1935483870967742,434,435,88,0.4841518634622083
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Lopunny Dudunsparce,95,7,0.07368421052631578,230,306,91,0.4152046783625731
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Alakazam Dudunsparce,89,16,0.1797752808988764,322,272,103,0.5112386417981827
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Dragapult Blaziken,81,17,0.20987654320987653,272,280,101,0.4680959673302706
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,N's Zoroark,78,10,0.1282051282051282,210,252,69,0.4387947269303202
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Rocket's Mewtwo,72,8,0.1111111111111111,200,249,75,0.42938931297709926
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Rocket's Honchkrow,65,11,0.16923076923076924,216,196,78,0.49387755102040815
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Basic Box,64,19,0.296875,255,226,57,0.5092936802973977
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Mega Lucario,64,9,0.140625,201,212,61,0.4669479606188467
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Cynthia's Garchomp,61,10,0.16393442622950818,176,212,63,0.43680709534368073
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Lucario Hariyama,60,6,0.1,177,228,41,0.42750373692077726
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Festival Lead,58,8,0.13793103448275862,188,203,43,0.4662058371735791
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Dragapult Dudunsparce,40,10,0.25,150,128,45,0.5108359133126935
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Slowking,39,10,0.2564102564102564,154,128,32,0.524416135881104
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Starmie Froslass,28,3,0.10714285714285714,78,95,14,0.44206773618538325
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Starmie Dusknoir,20,0,0.0,50,69,12,0.4122137404580153
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Crustle,18,6,0.3333333333333333,90,59,18,0.5748502994011976
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Greninja,17,3,0.17647058823529413,54,71,7,0.4267676767676768
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Ogerpon Meganium Arboliva,15,1,0.06666666666666667,32,47,8,0.39846743295019155
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Other,15,1,0.06666666666666667,33,56,12,0.36633663366336633
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Ceruledge,14,0,0.0,28,51,13,0.35144927536231885
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Grimmsnarl Froslass,14,2,0.14285714285714285,51,49,10,0.49393939393939396
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Kangaskhan Bouffalant,13,4,0.3076923076923077,47,49,9,0.47619047619047616
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Steven's Metagross,12,0,0.0,35,39,7,0.4609053497942387
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Yanmega,12,0,0.0,20,41,16,0.32900432900432897
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Ethan's Typhlosion,10,2,0.2,24,35,11,0.3952380952380953
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Mega Starmie,10,1,0.1,22,36,5,0.3756613756613757
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Mega Venusaur,10,0,0.0,18,37,7,0.3279569892473118
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Tera Box,10,1,0.1,29,32,8,0.4589371980676329
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Okidogi Barbaracle,9,1,0.1111111111111111,26,30,12,0.4411764705882353
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Ursaluna Lunatone,7,1,0.14285714285714285,23,22,11,0.4761904761904762
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Diancie Dusknoir,6,1,0.16666666666666666,24,19,1,0.553030303030303
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Hop's Trevenant,6,0,0.0,20,21,5,0.4710144927536232
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Mega Froslass,6,0,0.0,12,22,2,0.35185185185185186
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Archaludon Dudunsparce,5,2,0.4,17,22,3,0.42857142857142855
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Clefairy Ogerpon,5,0,0.0,14,17,2,0.4444444444444444
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Flareon Noctowl,5,1,0.2,14,18,4,0.42592592592592593
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Decidueye,4,0,0.0,6,18,6,0.26666666666666666
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Manectric Eelektrik,4,0,0.0,3,14,3,0.2
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Sharpedo Toxtricity,4,0,0.0,12,15,2,0.43678160919540227
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Mega Absol Box,3,0,0.0,5,11,3,0.3157894736842105
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Ogerpon Meganium,3,0,0.0,4,12,4,0.26666666666666666
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Azumarill,2,0,0.0,4,7,1,0.3611111111111111
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Flareon,2,0,0.0,1,8,1,0.13333333333333333
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Hydreigon,2,0,0.0,4,10,1,0.28888888888888886
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Iono's Bellibolt,2,0,0.0,5,8,0,0.38461538461538464
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Jellicent Dusknoir,2,0,0.0,0,6,0,0.0
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Lillie's Clefairy,2,2,1.0,17,7,2,0.6794871794871795
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Mega Abomasnow,2,0,0.0,3,7,1,0.30303030303030304
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Milotic,2,1,0.5,9,8,2,0.5087719298245613
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Rocket's Spidops,2,0,0.0,3,6,3,0.3333333333333333
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Terapagos Noctowl,2,0,0.0,5,7,0,0.4166666666666667
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Alakazam,1,0,0.0,4,4,0,0.5
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Blaziken,1,0,0.0,1,3,1,0.26666666666666666
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Blaziken Zoroark,1,0,0.0,3,3,2,0.4583333333333333
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Blissey,1,0,0.0,2,4,0,0.3333333333333333
major,major-559,0068,"Regional Indianapolis, IN",2026-05-30,Dragapult Froslass,1,1,1.0,7,4,2,0.5897435897435898
